Evidence_topic_id,Article_topic_id,Evidence_text
Evidence_Covid_B2.0_211,covid vaccine_4138,"As protests flare up in Chinese cities, the country's government has promised to accelerate the COVID-19 vaccine rollout to better protect its citizens from the virus and to pull back on unpopular ""zero COVID"" policies."
Evidence_Covid_B2.0_212,covid vaccine_4138,"China's strict ""zero-COVID"" policies"
Evidence_Covid_B2.0_213,covid vaccine_4156,Widespread protests across China over the government’s zero-COVID policy
Evidence_Covid_B2.0_214,covid vaccine_4161,China over the government’s zero-COVID policy 
Evidence_Covid_B2.0_215,covid vaccine_4173,"As protests flare up in Chinese cities, the country's government has promised to accelerate the COVID-19 vaccine rollout to better protect its citizens from the virus and to pull back on unpopular ""zero COVID"" policies."
Evidence_Covid_B2.0_216,covid vaccine_4173,"Public health experts told Insider that China's strict ""zero-COVID"" policies which require many people to show negative PCR tests when they want to go out in public aren't a long-term solution."
Evidence_Covid_B2.0_217,covid vaccine_4142,"vital that everyone eligible, particularly health and social care staff, get their flu and Covid vaccinations."
Evidence_Covid_B2.0_218,covid vaccine_4142,"The flu and Covid vaccines are the best defence we have against them, so it is vital to make sure that you get both life-saving jabs to keep yourself, those you care for and your loved ones safe."
Evidence_Covid_B2.0_219,covid vaccine_4142,"All frontline health and social care workers, including clinical and non-clinical staff, are now eligible for the Covid booster vaccine, and the flu vaccine should be offered by their employer. "
Evidence_Covid_B2.0_220,covid vaccine_4142,"As health and social care professionals, it’s important to recognise that vaccinations offer the best protection against these viruses"
Evidence_Covid_B2.0_221,covid vaccine_4142,we are urging all healthcare staff to do the same again this year by getting vaccinated against both COVID-19 and flu.
Evidence_Covid_B2.0_222,covid vaccine_4142,"There are different variants of the flu virus that often change annually, which is why you should get the vaccine each year if you can. Immunity from COVID-19 (either from the vaccine or having had the virus) wanes over time so, for the best protection for yourself, your colleagues and your patients you will need another dose."
Evidence_Covid_B2.0_223,covid vaccine_4144,"Federal funding for COVID-19 vaccines is running out. The government has footed the bill since the vaccines became available in late 2020. Once it steps away, COVID vaccination will be privatized. Doctors will have to pay for the vaccine doses upfront and hope that they make their money back."
Evidence_Covid_B2.0_224,covid vaccine_4144,"Since the federal government has been paying for the vaccine, Chung doesn’t lose any money from waste. But that will change when she has to start paying for the COVID vaccine upfront. "
Evidence_Covid_B2.0_225,covid vaccine_4144,"A Pfizer spokesperson did, saying in an email that the company expects to have single-dose vials of COVID vaccine available early next year. Chung said that would help cut down on waste, but she would still have to pay for the vials upfront."
Evidence_Covid_B2.0_226,covid vaccine_4144,"Like Chung, pediatrician Suzanne Berman in Crossville, Tennessee, won’t be able to keep giving COVID shots if she has to pay for them upfront. "
Evidence_Covid_B2.0_227,covid vaccine_4144,"And some of the public clinics pediatricians are planning to send their patients to get federal COVID funding. Once that runs out, Levitt said some of them will probably stop giving COVID shots."
Evidence_Covid_B2.0_228,covid vaccine_4186,"Dr. Permar, who is also the Nancy C. Paduano Professor in Pediatrics at Weill Cornell Medicine and pediatrician-in-chief at NewYork-Presbyterian Komansky Children’s Hospital. “We should take every opportunity to provide safe and effective vaccine immunity to our youngest patients,"
Evidence_Covid_B2.0_229,covid vaccine_4149,Doctors who treated an elderly Longford woman who died following an unexplained series of seizures last year told an inquest it was possible that her death was linked to an adverse reaction to a Covid-19 vaccine.
Evidence_Covid_B2.0_230,covid vaccine_4149,"However, two hospital consultants who treated the patient, Bridget Kerr (86), also stressed that it was not in their area of expertise to state definitively that a reaction to the Pfizer vaccine was an explanation for her death."
Evidence_Covid_B2.0_231,covid vaccine_4149,"An inquest at Dublin District Coroner’s Court heard a post-mortem on the body of Ms Kerry, a mother of seven from Cooleeney, Dublin Road, Longford, was inconclusive in establishing the cause of her death."
Evidence_Covid_B2.0_232,covid vaccine_4149,Her family claim their mother only became unwell after receiving the Covid vaccine from her local GP two months earlier.
Evidence_Covid_B2.0_233,covid vaccine_4149,"Another daughter, Breege Brady, said her mother had suffered “a rapid deterioration” that coincided with her being given the Pfizer vaccine and was unable to recognise her on March 14, 2021."
Evidence_Covid_B2.0_234,covid vaccine_4149,"A consultant geriatrician at the Midlands Regional Hospital in Mullingar, Clare Fallon, admitted it was possible that an adverse reaction to the vaccine had caused the delirium which the patient suffered."
Evidence_Covid_B2.0_235,covid vaccine_4150,Nasal Covid-19 vaccine iNCOVACC
Evidence_Covid_B2.0_236,covid vaccine_4150,Hyderabad based biotechnology company Bharat Biotech has launched the world's first nasal Covid-19 vaccine.
Evidence_Covid_B2.0_237,covid vaccine_4150,"iNCOVACC is the world's first intranasal vaccine for Covid to receive approval for a primary 2-dose schedule and heterologous booster dose, according to the statement."
Evidence_Covid_B2.0_238,covid vaccine_4150,"Heterologous booster dose studies were conducted for safety and immunogenicity in 875 subjects with BBV154 intranasal vaccine, administered post 2 doses of the two commonly administered COvid-19 vaccines"
Evidence_Covid_B2.0_239,covid vaccine_4167,Bharat Biotech’s intranasal COVID-19 vaccine
Evidence_Covid_B2.0_240,covid vaccine_4167,"Yet, the development of an intranasal vaccine, a new vaccine platform for India, is welcome,"
Evidence_Covid_B2.0_241,covid vaccine_4158,Social media users in Thailand falsely claim that the International Court of Justice has ordered all countries to stop administering Covid-19 vaccines over health concerns
Evidence_Covid_B2.0_242,covid vaccine_4158,"The court does not have the power to tell countries to cease vaccinations, legal experts said, and has not handled any cases involving Covid-19 vaccination, as of November 29."
Evidence_Covid_B2.0_243,covid vaccine_4158,"Lori F. Damrosch, a professor at New York's Columbia Law School, said the International Court of Justice (ICJ) cannot order countries to stop vaccination."
Evidence_Covid_B2.0_244,covid vaccine_4158,"""Only States can bring cases to the ICJ, and only by virtue of the consent of both States parties to the case,"" she told AFP. ""Without having consented, a State cannot be sued at the ICJ. No judgment or order could be issued against a non-consenting State."""
Evidence_Covid_B2.0_245,covid vaccine_4158,"Furthermore, lists of the court's past and pending cases -- which include allegations of genocide in Ukraine and a dispute over the United States embassy's relocation to Jerusalem -- does not show any cases related to Covid-19 vaccination, as of November 29."
Evidence_Covid_B2.0_246,covid vaccine_4202,"China is reported to be developing its own mRNA vaccines,"
Evidence_Covid_B2.0_247,covid vaccine_4159,People fired by Medline Industries last year for declining to get a COVID-19 vaccine have filed civil rights lawsuits against the Northfield-based medical supply company.
Evidence_Covid_B2.0_248,covid vaccine_4159,"Erica Ann Probst, a Columbus, Ohio-based attorney representing more than two dozen ex-Medline employees who were terminated as a result of its vaccine mandate."
Evidence_Covid_B2.0_249,covid vaccine_4159,"Medline issued a vaccine mandate in August 2021 to all its employees who interacted with its customers, giving them about two months to get vaccinated or lose their jobs."
Evidence_Covid_B2.0_250,covid vaccine_4159,"Probst said salespeople who worked remotely throughout the pandemic were required to get vaccinated, while drivers who delivered directly to facilities were exempted from the mandate."
Evidence_Covid_B2.0_251,covid vaccine_4159,"Instead, [Medline] utilized the religious and medical accommodations to mass terminate unvaccinated employees."
Evidence_Covid_B2.0_252,covid vaccine_4159,"Ross Kuns, of Georgetown, Texas, was an acute care sales representative who first started working for Medline more than two decades ago. Three weeks before the vaccination deadline, he told Medline human resources representatives he had ""sincerely held religious beliefs that prevented him from receiving a COVID-19 vaccine."" A little over a week later, the request was denied, and Kuns was terminated."
Evidence_Covid_B2.0_253,covid vaccine_4164,"The new anti-vaccine movie ""Died Suddenly"" "
Evidence_Covid_B2.0_254,covid vaccine_4164,"The new film, released Nov. 21, revives several debunked claims and repackages them to allege that COVID-19 vaccines are part of a depopulation scheme by global elites who want to establish a global regime."
Evidence_Covid_B2.0_255,covid vaccine_4164,"A woman featured in the film who said she’d been embalming bodies for more than a decade described long, allegedly abnormal clots and concluded, ""I have never seen anything like this until the vaccination."" An anonymous narrator said, ""We know something different is going on. We don’t know exactly what's going on. But the timing of it is just hand in hand — we’re connecting dots here. And it certainly appears that there’s some relationship to the vaccines and these obstructions that we’re seeing."" "
